Order ID,Order Date,Customer ID,Product ID,Warehouse ID,Quantity,Shipping Method,Shipping Status,Delivery Date,Delivery Time,Unit Price,Revenue
O-01072,3/6/2025,C032,P014,W3,30,Air,In Transit,,,,0
O-01073,6/18/2025,C046,P010,W2,14,Freight,Delivered,6/25/2025,7,,0
O-01074,6/22/2025,C049,P012,W2,40,Freight,Pending,,,,0
O-01075,2/7/2025,C092,P008,W3,77,Freight,In Transit,,,,0
O-01076,4/1/2025,C046,P002,W1,74,Freight,In Transit,,,,0
O-01077,1/26/2025,C064,P013,W1,70,Ground,Pending,,,,0
O-01078,5/24/2025,C083,P009,W1,78,Air,Pending,,,,0
O-01079,1/26/2025,C063,P009,W2,53,Air,Pending,,,,0
O-01080,1/20/2025,C058,P002,W3,68,Air,Pending,,,,0
O-01081,3/7/2025,C026,P012,W1,8,Freight,In Transit,,,,0
O-01082,6/11/2025,C077,P005,W2,47,Freight,Delivered,6/18/2025,7,,0
O-01083,2/14/2025,C034,P014,W2,52,Air,Delivered,2/18/2025,4,,0
O-01084,4/4/2025,C001,P004,W1,61,Ground,Delivered,4/7/2025,3,,0
O-01085,1/21/2025,C098,P011,W2,36,Ground,Pending,,,,0
O-01086,4/24/2025,C057,P012,W2,16,Air,In Transit,,,,0
O-01087,2/12/2025,C060,P003,W1,29,Freight,Delivered,2/18/2025,6,,0
O-01088,6/8/2025,C032,P001,W1,23,Ground,Delivered,6/15/2025,7,,0
O-01089,5/28/2025,C099,P009,W3,64,Freight,In Transit,,,,0
O-01090,4/23/2025,C085,P015,W2,36,Freight,Pending,,,,0
O-01091,2/16/2025,C084,P013,W2,18,Air,Delivered,2/20/2025,4,,0
O-01092,6/25/2025,C032,P012,W2,59,Freight,Delivered,7/2/2025,7,,0
O-01093,1/31/2025,C010,P011,W3,50,Ground,In Transit,,,,0
O-01094,5/25/2025,C095,P004,W3,4,Freight,Pending,,,,0
O-01095,5/2/2025,C059,P015,W2,11,Air,Pending,,,,0
O-01096,4/12/2025,C026,P006,W2,41,Ground,Delivered,4/17/2025,5,,0
O-01097,1/8/2025,C083,P006,W1,6,Freight,Pending,,,,0
O-01098,1/31/2025,C014,P012,W3,56,Freight,Delivered,2/2/2025,2,,0
O-01099,6/7/2025,C064,P012,W3,60,Ground,In Transit,,,,0
O-01100,3/7/2025,C061,P009,W3,49,Freight,Pending,,,,0
O-01101,1/18/2025,C078,P003,W3,29,Air,Delivered,1/24/2025,6,,0
O-01102,1/18/2025,C028,P012,W1,92,Ground,Delivered,1/21/2025,3,,0
O-01103,4/28/2025,C062,P013,W2,81,Ground,Pending,,,,0
O-01104,1/20/2025,C035,P008,W3,77,Freight,Pending,,,,0
O-01105,4/4/2025,C004,P012,W3,76,Ground,Pending,,,,0
O-01106,3/10/2025,C079,P003,W1,70,Air,Pending,,,,0
O-01107,5/5/2025,C043,P004,W2,33,Freight,Delivered,5/12/2025,7,,0
O-01108,3/7/2025,C061,P002,W1,63,Air,Pending,,,,0
O-01109,4/1/2025,C052,P012,W3,25,Freight,Delivered,4/8/2025,7,,0
O-01110,3/1/2025,C096,P008,W3,33,Air,Delivered,3/4/2025,3,,0
O-01111,3/12/2025,C019,P007,W2,2,Air,Delivered,3/16/2025,4,,0
O-01112,5/20/2025,C067,P015,W1,10,Freight,In Transit,,,,0
O-01113,1/14/2025,C050,P007,W2,52,Ground,In Transit,,,,0
O-01114,2/25/2025,C082,P011,W2,27,Air,Delivered,2/27/2025,2,,0
O-01115,4/22/2025,C060,P008,W3,71,Ground,In Transit,,,,0
O-01116,6/16/2025,C088,P005,W1,89,Freight,Pending,,,,0
O-01117,6/20/2025,C032,P007,W2,28,Air,In Transit,,,,0
O-01118,1/29/2025,C051,P004,W1,24,Air,Delivered,2/2/2025,4,,0
O-01119,2/12/2025,C059,P001,W3,37,Air,Pending,,,,0
O-01120,4/26/2025,C002,P002,W1,85,Freight,Delivered,4/29/2025,3,,0
O-01121,5/21/2025,C079,P010,W2,20,Ground,Delivered,5/27/2025,6,,0
O-01122,4/21/2025,C060,P012,W2,58,Ground,Pending,,,,0
O-01123,4/18/2025,C034,P004,W1,69,Freight,In Transit,,,,0
O-01124,5/6/2025,C099,P014,W1,37,Air,Pending,,,,0
O-01125,6/28/2025,C036,P005,W2,53,Ground,Pending,,,,0
O-01126,4/1/2025,C092,P014,W1,49,Freight,In Transit,,,,0
O-01127,2/13/2025,C023,P013,W2,18,Air,Pending,,,,0
O-01128,6/19/2025,C077,P003,W1,85,Air,In Transit,,,,0
O-01129,3/6/2025,C028,P005,W1,59,Ground,Delivered,3/12/2025,6,,0
O-01130,2/20/2025,C083,P015,W1,5,Air,Delivered,2/23/2025,3,,0
O-01131,4/19/2025,C038,P001,W2,87,Ground,In Transit,,,,0
O-01132,1/20/2025,C014,P014,W2,17,Freight,Pending,,,,0
O-01133,6/27/2025,C051,P001,W2,3,Ground,Delivered,7/4/2025,7,,0
O-01134,4/4/2025,C016,P006,W2,55,Ground,In Transit,,,,0
O-01135,4/8/2025,C067,P009,W3,61,Air,Delivered,4/14/2025,6,,0
O-01136,6/16/2025,C063,P005,W3,59,Freight,Pending,,,,0
O-01137,6/14/2025,C013,P003,W1,76,Freight,Pending,,,,0
O-01138,3/7/2025,C002,P010,W2,28,Freight,In Transit,,,,0
O-01139,5/6/2025,C083,P015,W1,24,Freight,Pending,,,,0
O-01140,6/27/2025,C006,P002,W2,66,Freight,Delivered,7/4/2025,7,,0
O-01141,4/16/2025,C038,P003,W3,80,Air,Delivered,4/22/2025,6,,0
O-01142,3/29/2025,C086,P007,W3,1,Ground,Pending,,,,0
O-01143,4/8/2025,C069,P014,W2,15,Ground,Delivered,4/15/2025,7,,0
O-01144,4/8/2025,C070,P004,W3,87,Air,Delivered,4/10/2025,2,,0
O-01145,3/4/2025,C053,P010,W1,16,Ground,Delivered,3/7/2025,3,,0
O-01146,4/2/2025,C066,P001,W2,2,Ground,Delivered,4/4/2025,2,,0
O-01147,5/26/2025,C085,P007,W2,63,Freight,Pending,,,,0
O-01148,2/6/2025,C045,P015,W3,50,Freight,Delivered,2/10/2025,4,,0
O-01149,1/18/2025,C057,P007,W1,66,Ground,Delivered,1/22/2025,4,,0
O-01150,5/22/2025,C051,P008,W2,11,Air,Pending,,,,0
O-01151,5/15/2025,C057,P005,W1,82,Air,In Transit,,,,0
O-01152,3/19/2025,C024,P015,W1,5,Freight,Delivered,3/25/2025,6,,0
O-01153,4/16/2025,C054,P011,W1,49,Ground,Pending,,,,0
O-01154,5/1/2025,C069,P004,W1,50,Air,Delivered,5/7/2025,6,,0
O-01155,4/8/2025,C059,P008,W2,86,Air,Delivered,4/12/2025,4,,0
O-01156,1/22/2025,C088,P006,W2,1,Ground,Delivered,1/29/2025,7,,0
O-01157,2/23/2025,C098,P014,W3,93,Ground,In Transit,,,,0
O-01158,4/16/2025,C031,P004,W2,8,Freight,Pending,,,,0
O-01159,1/1/2025,C029,P006,W2,84,Air,Delivered,1/6/2025,5,,0
O-01160,4/8/2025,C084,P007,W2,47,Ground,Delivered,4/14/2025,6,,0
O-01161,2/19/2025,C030,P003,W1,28,Freight,Delivered,2/24/2025,5,,0
O-01162,6/23/2025,C075,P015,W3,7,Ground,In Transit,,,,0
O-01163,3/4/2025,C078,P011,W1,84,Freight,Pending,,,,0
O-01164,6/8/2025,C009,P008,W3,75,Ground,Pending,,,,0
O-01165,6/20/2025,C082,P014,W2,45,Ground,Delivered,6/24/2025,4,,0
O-01166,5/16/2025,C050,P014,W1,52,Air,In Transit,,,,0
O-01167,2/13/2025,C058,P002,W3,2,Ground,Pending,,,,0
O-01168,4/2/2025,C028,P002,W1,28,Freight,Delivered,4/6/2025,4,,0
O-01169,2/1/2025,C001,P013,W2,64,Freight,Delivered,2/7/2025,6,,0
O-01170,2/17/2025,C048,P004,W3,19,Air,In Transit,,,,0
O-01171,3/7/2025,C042,P009,W2,98,Freight,Pending,,,,0
O-01172,5/17/2025,C040,P006,W1,86,Ground,Delivered,5/19/2025,2,,0
O-01173,2/15/2025,C068,P004,W2,34,Air,In Transit,,,,0
O-01174,2/11/2025,C066,P014,W3,55,Freight,In Transit,,,,0
O-01175,1/4/2025,C089,P012,W1,78,Freight,Pending,,,,0
O-01176,1/22/2025,C062,P010,W3,73,Ground,In Transit,,,,0
O-01177,1/20/2025,C002,P003,W3,57,Ground,Delivered,1/22/2025,2,,0
O-01178,2/26/2025,C004,P007,W2,20,Air,In Transit,,,,0
O-01179,3/19/2025,C066,P014,W2,98,Ground,Pending,,,,0
O-01180,1/4/2025,C057,P009,W2,87,Air,In Transit,,,,0
O-01181,3/14/2025,C041,P010,W2,16,Air,In Transit,,,,0
O-01182,6/29/2025,C046,P011,W2,97,Ground,Delivered,7/4/2025,5,,0
O-01183,4/30/2025,C089,P013,W1,71,Ground,Pending,,,,0
O-01184,2/3/2025,C094,P007,W2,3,Air,Delivered,2/10/2025,7,,0
O-01185,4/12/2025,C015,P001,W2,13,Freight,In Transit,,,,0
O-01186,5/5/2025,C036,P003,W2,75,Air,Pending,,,,0
O-01187,1/4/2025,C075,P014,W3,71,Ground,Delivered,1/11/2025,7,,0
O-01188,6/1/2025,C084,P006,W1,67,Air,Delivered,6/3/2025,2,,0
O-01189,2/12/2025,C047,P006,W2,1,Air,In Transit,,,,0
O-01190,5/2/2025,C018,P013,W1,45,Ground,In Transit,,,,0
O-01191,3/13/2025,C034,P002,W3,50,Air,Pending,,,,0
O-01192,6/14/2025,C022,P008,W1,1,Air,Delivered,6/17/2025,3,,0
O-01193,2/20/2025,C051,P002,W1,14,Ground,Delivered,2/22/2025,2,,0
O-01194,4/1/2025,C040,P008,W3,27,Freight,Pending,,,,0
O-01195,2/10/2025,C035,P008,W1,52,Air,Pending,,,,0
O-01196,6/2/2025,C063,P014,W1,64,Freight,Pending,,,,0
O-01197,4/18/2025,C091,P004,W2,73,Freight,Pending,,,,0
O-01198,2/20/2025,C069,P010,W3,39,Ground,In Transit,,,,0
O-01199,2/23/2025,C046,P001,W3,64,Freight,In Transit,,,,0
O-01200,1/14/2025,C095,P002,W2,25,Ground,Pending,,,,0
O-01201,3/9/2025,C042,P002,W1,22,Air,Pending,,,,0
O-01202,5/13/2025,C007,P008,W3,61,Freight,In Transit,,,,0
O-01203,2/3/2025,C081,P009,W3,42,Freight,Pending,,,,0
O-01204,5/4/2025,C072,P010,W3,55,Freight,Delivered,5/10/2025,6,,0
O-01205,1/20/2025,C087,P008,W2,78,Air,In Transit,,,,0
O-01206,3/23/2025,C082,P003,W1,85,Ground,Pending,,,,0
O-01207,1/13/2025,C083,P005,W3,21,Freight,In Transit,,,,0
O-01208,6/14/2025,C005,P010,W3,52,Freight,Delivered,6/20/2025,6,,0
O-01209,6/8/2025,C037,P013,W2,78,Freight,Pending,,,,0
O-01210,5/17/2025,C023,P015,W3,93,Ground,In Transit,,,,0
O-01211,4/16/2025,C025,P013,W2,40,Air,Pending,,,,0
O-01212,3/22/2025,C017,P010,W1,13,Freight,Pending,,,,0
O-01213,4/10/2025,C060,P015,W3,79,Ground,Delivered,4/15/2025,5,,0
O-01214,3/3/2025,C038,P014,W1,15,Air,Delivered,3/10/2025,7,,0
O-01215,2/17/2025,C037,P010,W1,3,Freight,In Transit,,,,0
O-01216,2/7/2025,C066,P015,W2,16,Freight,In Transit,,,,0
O-01217,5/13/2025,C069,P011,W3,6,Ground,Pending,,,,0
O-01218,3/3/2025,C078,P008,W3,13,Freight,Delivered,3/5/2025,2,,0
O-01219,5/18/2025,C035,P007,W1,37,Air,Pending,,,,0
O-01220,2/21/2025,C048,P009,W2,31,Ground,Delivered,2/26/2025,5,,0
O-01221,4/20/2025,C098,P004,W3,66,Freight,Delivered,4/27/2025,7,,0
O-01222,2/26/2025,C089,P004,W2,2,Freight,Delivered,2/28/2025,2,,0
O-01223,1/31/2025,C055,P008,W2,47,Freight,In Transit,,,,0
O-01224,5/31/2025,C058,P002,W1,1,Freight,In Transit,,,,0
O-01225,1/20/2025,C076,P014,W1,35,Ground,Delivered,1/26/2025,6,,0
O-01226,4/29/2025,C002,P007,W1,28,Ground,Delivered,5/6/2025,7,,0
O-01227,4/13/2025,C100,P009,W2,11,Ground,Pending,,,,0
O-01228,6/21/2025,C030,P001,W2,59,Ground,Pending,,,,0
O-01229,2/19/2025,C052,P015,W1,47,Freight,Pending,,,,0
O-01230,4/24/2025,C059,P002,W2,46,Ground,In Transit,,,,0
O-01231,1/11/2025,C068,P012,W1,24,Ground,Delivered,1/15/2025,4,,0
O-01232,4/11/2025,C090,P014,W1,62,Freight,In Transit,,,,0
O-01233,1/6/2025,C072,P013,W2,78,Air,Pending,,,,0
O-01234,1/22/2025,C079,P007,W3,55,Air,Delivered,1/25/2025,3,,0
O-01235,3/12/2025,C004,P004,W3,20,Freight,In Transit,,,,0
O-01236,2/3/2025,C098,P004,W1,94,Ground,Pending,,,,0
O-01237,5/30/2025,C079,P008,W2,60,Freight,In Transit,,,,0
O-01238,3/5/2025,C023,P011,W3,91,Air,Pending,,,,0
O-01239,6/14/2025,C014,P015,W2,88,Freight,Delivered,6/18/2025,4,,0
O-01240,1/9/2025,C017,P011,W3,84,Air,Pending,,,,0
O-01241,6/8/2025,C011,P011,W2,31,Air,In Transit,,,,0
O-01242,4/25/2025,C015,P013,W1,53,Freight,In Transit,,,,0
O-01243,5/1/2025,C087,P007,W1,35,Air,Pending,,,,0
O-01244,6/10/2025,C060,P015,W2,65,Freight,In Transit,,,,0
O-01245,3/24/2025,C070,P011,W2,25,Ground,In Transit,,,,0
O-01246,3/22/2025,C003,P009,W1,87,Freight,In Transit,,,,0
O-01247,6/18/2025,C040,P010,W3,15,Ground,Delivered,6/25/2025,7,,0
O-01248,2/2/2025,C087,P003,W1,91,Air,In Transit,,,,0
O-01249,3/14/2025,C064,P009,W3,34,Air,Delivered,3/19/2025,5,,0
O-01250,4/5/2025,C080,P013,W1,61,Air,Delivered,4/11/2025,6,,0
O-01251,4/15/2025,C058,P008,W3,55,Ground,In Transit,,,,0
O-01252,2/7/2025,C063,P004,W1,91,Freight,In Transit,,,,0
O-01253,2/4/2025,C011,P006,W3,86,Freight,In Transit,,,,0
O-01254,6/9/2025,C019,P008,W2,87,Freight,In Transit,,,,0
O-01255,3/13/2025,C083,P006,W1,30,Air,In Transit,,,,0
O-01256,4/14/2025,C016,P008,W1,15,Air,Pending,,,,0
O-01257,2/15/2025,C025,P006,W2,90,Freight,Delivered,2/19/2025,4,,0
O-01258,1/25/2025,C012,P012,W2,81,Ground,Pending,,,,0
O-01259,3/5/2025,C066,P011,W1,39,Air,Delivered,3/12/2025,7,,0
O-01260,4/14/2025,C027,P009,W1,78,Freight,Pending,,,,0
O-01261,4/24/2025,C049,P011,W3,16,Freight,In Transit,,,,0
O-01262,2/3/2025,C049,P006,W2,85,Ground,In Transit,,,,0
O-01263,6/8/2025,C041,P013,W3,83,Air,Delivered,6/12/2025,4,,0
O-01264,5/18/2025,C013,P009,W2,27,Ground,Delivered,5/20/2025,2,,0
O-01265,1/3/2025,C015,P012,W1,97,Air,Pending,,,,0
O-01266,1/13/2025,C027,P002,W3,78,Freight,In Transit,,,,0
O-01267,2/25/2025,C065,P015,W3,27,Air,Pending,,,,0
O-01268,6/13/2025,C051,P007,W2,100,Air,Delivered,6/17/2025,4,,0
O-01269,3/15/2025,C019,P012,W1,66,Ground,In Transit,,,,0
O-01270,2/26/2025,C099,P004,W1,92,Freight,In Transit,,,,0
O-01271,1/4/2025,C082,P002,W2,89,Air,Pending,,,,0
O-01272,3/9/2025,C019,P014,W2,7,Ground,Pending,,,,0
O-01273,5/9/2025,C087,P004,W2,57,Air,In Transit,,,,0
O-01274,2/7/2025,C024,P011,W3,37,Freight,In Transit,,,,0
O-01275,3/28/2025,C044,P008,W3,98,Ground,In Transit,,,,0
O-01276,5/24/2025,C036,P005,W2,19,Freight,Pending,,,,0
O-01277,6/23/2025,C007,P004,W1,74,Freight,In Transit,,,,0
O-01278,4/21/2025,C036,P005,W1,16,Air,Delivered,4/26/2025,5,,0
O-01279,4/20/2025,C032,P008,W2,56,Ground,In Transit,,,,0
O-01280,2/9/2025,C084,P012,W1,3,Ground,Delivered,2/12/2025,3,,0
O-01281,6/23/2025,C011,P004,W1,48,Air,In Transit,,,,0
O-01282,1/19/2025,C077,P004,W3,40,Ground,Delivered,1/24/2025,5,,0
O-01283,4/14/2025,C094,P004,W3,20,Air,Pending,,,,0
O-01284,6/22/2025,C019,P010,W2,43,Air,Delivered,6/25/2025,3,,0
O-01285,2/3/2025,C095,P003,W3,96,Freight,Delivered,2/8/2025,5,,0
O-01286,4/17/2025,C092,P012,W3,35,Freight,In Transit,,,,0
O-01287,5/14/2025,C040,P004,W3,96,Freight,In Transit,,,,0
O-01288,4/24/2025,C038,P011,W3,44,Air,Delivered,4/29/2025,5,,0
O-01289,1/27/2025,C076,P004,W2,4,Air,In Transit,,,,0
O-01290,1/30/2025,C026,P013,W2,67,Freight,Pending,,,,0
O-01291,6/5/2025,C083,P014,W2,63,Freight,Pending,,,,0
O-01292,5/17/2025,C008,P010,W3,11,Freight,Delivered,5/23/2025,6,,0
O-01293,4/12/2025,C062,P012,W2,74,Freight,Pending,,,,0
O-01294,1/10/2025,C036,P001,W2,54,Freight,Pending,,,,0
O-01295,3/30/2025,C097,P007,W1,52,Air,Pending,,,,0
O-01296,3/5/2025,C046,P003,W1,10,Freight,Pending,,,,0
O-01297,4/1/2025,C056,P003,W2,84,Freight,In Transit,,,,0
O-01298,2/25/2025,C081,P010,W3,76,Freight,In Transit,,,,0
O-01299,5/14/2025,C041,P002,W3,53,Freight,Delivered,5/16/2025,2,,0
O-01300,1/23/2025,C058,P009,W1,90,Freight,In Transit,,,,0
O-01301,2/2/2025,C071,P005,W1,22,Ground,Pending,,,,0
O-01302,3/11/2025,C019,P001,W2,17,Freight,Pending,,,,0
O-01303,6/10/2025,C056,P002,W1,98,Air,Pending,,,,0
O-01304,6/14/2025,C032,P013,W3,17,Freight,Pending,,,,0
O-01305,1/7/2025,C045,P009,W2,16,Freight,Pending,,,,0
O-01306,3/8/2025,C025,P003,W1,52,Ground,In Transit,,,,0
O-01307,5/16/2025,C018,P001,W3,21,Freight,In Transit,,,,0
O-01308,4/20/2025,C014,P011,W1,35,Freight,In Transit,,,,0
O-01309,1/4/2025,C095,P013,W2,32,Ground,Pending,,,,0
O-01310,5/2/2025,C086,P002,W2,59,Freight,Pending,,,,0
O-01311,2/22/2025,C091,P013,W2,66,Freight,Pending,,,,0
O-01312,1/31/2025,C072,P012,W1,87,Freight,Pending,,,,0
O-01313,1/11/2025,C040,P007,W3,56,Ground,Delivered,1/14/2025,3,,0
O-01314,3/31/2025,C055,P009,W2,22,Ground,In Transit,,,,0
O-01315,5/18/2025,C035,P001,W2,40,Freight,Pending,,,,0
O-01316,1/1/2025,C051,P010,W3,9,Air,Delivered,1/6/2025,5,,0
O-01317,2/28/2025,C089,P012,W1,37,Ground,Delivered,3/6/2025,6,,0
O-01318,4/25/2025,C039,P009,W1,33,Ground,In Transit,,,,0
O-01319,5/9/2025,C044,P006,W3,45,Air,Pending,,,,0
O-01320,5/16/2025,C066,P004,W1,18,Air,Pending,,,,0
O-01321,2/17/2025,C025,P013,W1,7,Freight,In Transit,,,,0
O-01322,2/28/2025,C044,P009,W2,11,Ground,Pending,,,,0
O-01323,1/15/2025,C064,P001,W3,66,Ground,Pending,,,,0
O-01324,3/23/2025,C034,P010,W3,78,Ground,Pending,,,,0
O-01325,1/16/2025,C044,P008,W2,41,Air,In Transit,,,,0
O-01326,4/4/2025,C013,P012,W1,87,Air,Pending,,,,0
O-01327,1/8/2025,C033,P014,W3,68,Ground,Pending,,,,0
O-01328,3/22/2025,C055,P004,W3,17,Air,Delivered,3/24/2025,2,,0
O-01329,6/4/2025,C029,P013,W3,67,Ground,Pending,,,,0
O-01330,1/14/2025,C011,P015,W3,5,Ground,Pending,,,,0
O-01331,3/10/2025,C034,P003,W2,3,Ground,Pending,,,,0
O-01332,2/17/2025,C061,P009,W3,62,Freight,Delivered,2/22/2025,5,,0
O-01333,5/8/2025,C050,P012,W3,70,Ground,In Transit,,,,0
O-01334,3/23/2025,C055,P013,W1,11,Freight,Pending,,,,0
O-01335,3/3/2025,C037,P005,W1,75,Ground,In Transit,,,,0
O-01336,3/6/2025,C088,P008,W3,50,Freight,Delivered,3/11/2025,5,,0
O-01337,2/3/2025,C075,P001,W2,49,Ground,Delivered,2/8/2025,5,,0
O-01338,3/23/2025,C052,P015,W1,7,Ground,Pending,,,,0
O-01339,4/15/2025,C038,P001,W3,97,Freight,In Transit,,,,0
O-01340,3/21/2025,C057,P012,W1,46,Freight,Delivered,3/27/2025,6,,0
O-01341,4/19/2025,C064,P010,W1,97,Air,Pending,,,,0
O-01342,3/25/2025,C069,P012,W2,69,Ground,In Transit,,,,0
O-01343,1/28/2025,C100,P001,W2,97,Ground,In Transit,,,,0
O-01344,2/8/2025,C064,P013,W3,37,Ground,Pending,,,,0
O-01345,6/29/2025,C039,P009,W1,19,Air,Pending,,,,0
O-01346,4/26/2025,C018,P008,W3,27,Ground,Pending,,,,0
O-01347,5/11/2025,C057,P008,W2,61,Ground,In Transit,,,,0
O-01348,5/21/2025,C025,P011,W1,85,Air,In Transit,,,,0
O-01349,6/28/2025,C012,P010,W3,87,Freight,In Transit,,,,0
O-01350,1/6/2025,C029,P003,W3,66,Ground,In Transit,,,,0
O-01351,6/6/2025,C019,P014,W3,82,Freight,Pending,,,,0
O-01352,1/27/2025,C083,P007,W2,8,Air,In Transit,,,,0
O-01353,2/5/2025,C018,P003,W2,60,Ground,Pending,,,,0
O-01354,2/8/2025,C085,P013,W1,50,Freight,Delivered,2/13/2025,5,,0
O-01355,3/14/2025,C004,P010,W3,80,Freight,Pending,,,,0
O-01356,1/1/2025,C096,P007,W2,38,Ground,Pending,,,,0
O-01357,4/20/2025,C010,P013,W3,86,Freight,Pending,,,,0
O-01358,5/22/2025,C016,P006,W1,69,Air,Pending,,,,0
O-01359,4/2/2025,C013,P004,W2,96,Freight,In Transit,,,,0
O-01360,6/5/2025,C096,P008,W3,37,Ground,In Transit,,,,0
O-01361,5/7/2025,C026,P013,W2,49,Freight,In Transit,,,,0
O-01362,1/12/2025,C090,P013,W2,18,Freight,Delivered,1/18/2025,6,,0
O-01363,3/15/2025,C033,P011,W1,49,Air,In Transit,,,,0
O-01364,4/21/2025,C037,P009,W1,66,Freight,Pending,,,,0
O-01365,4/3/2025,C013,P001,W1,39,Air,Delivered,4/7/2025,4,,0
O-01366,6/6/2025,C028,P010,W1,89,Ground,Pending,,,,0
O-01367,5/16/2025,C022,P011,W1,14,Ground,Pending,,,,0
O-01368,2/27/2025,C009,P011,W3,85,Freight,Pending,,,,0
O-01369,2/20/2025,C050,P002,W3,80,Air,Delivered,2/22/2025,2,,0
O-01370,4/19/2025,C070,P003,W2,3,Ground,Delivered,4/26/2025,7,,0
O-01371,3/9/2025,C080,P006,W1,19,Air,Pending,,,,0
O-01372,1/6/2025,C045,P003,W1,89,Ground,Pending,,,,0
O-01373,5/23/2025,C023,P009,W2,69,Air,In Transit,,,,0
O-01374,6/8/2025,C048,P006,W1,95,Air,Delivered,6/11/2025,3,,0
O-01375,3/30/2025,C014,P007,W1,49,Air,In Transit,,,,0
O-01376,4/17/2025,C053,P005,W2,84,Air,Delivered,4/23/2025,6,,0
O-01377,4/24/2025,C037,P006,W1,28,Freight,In Transit,,,,0
O-01378,6/3/2025,C060,P003,W2,47,Ground,Delivered,6/9/2025,6,,0
O-01379,2/7/2025,C083,P012,W3,20,Ground,In Transit,,,,0
O-01380,5/30/2025,C054,P004,W1,19,Freight,Delivered,6/5/2025,6,,0
O-01381,5/16/2025,C035,P004,W3,90,Freight,Pending,,,,0
O-01382,4/18/2025,C034,P006,W1,9,Ground,In Transit,,,,0
O-01383,5/21/2025,C052,P004,W2,98,Freight,In Transit,,,,0
O-01384,5/19/2025,C019,P010,W1,58,Air,In Transit,,,,0
O-01385,2/4/2025,C069,P011,W2,57,Freight,Delivered,2/9/2025,5,,0
O-01386,5/1/2025,C015,P002,W1,52,Air,Delivered,5/7/2025,6,,0
O-01387,4/1/2025,C083,P006,W2,27,Air,In Transit,,,,0
O-01388,4/8/2025,C029,P009,W3,93,Air,In Transit,,,,0
O-01389,3/7/2025,C067,P006,W3,71,Ground,Delivered,3/11/2025,4,,0
O-01390,2/20/2025,C053,P007,W3,36,Air,In Transit,,,,0
O-01391,2/8/2025,C032,P011,W2,29,Ground,Pending,,,,0
O-01392,6/23/2025,C037,P009,W2,80,Ground,Delivered,6/30/2025,7,,0
O-01393,6/23/2025,C002,P014,W3,32,Air,Delivered,6/26/2025,3,,0
O-01394,6/14/2025,C034,P014,W2,69,Ground,Pending,,,,0
O-01395,4/2/2025,C089,P004,W3,96,Air,Pending,,,,0
O-01396,4/25/2025,C097,P012,W1,94,Ground,Delivered,5/2/2025,7,,0
O-01397,2/20/2025,C086,P011,W2,64,Ground,In Transit,,,,0
O-01398,6/23/2025,C060,P015,W1,9,Ground,Delivered,6/25/2025,2,,0
O-01399,2/21/2025,C018,P001,W2,63,Ground,In Transit,,,,0
O-01400,3/22/2025,C032,P013,W3,67,Ground,Delivered,3/27/2025,5,,0
O-01401,3/1/2025,C005,P014,W3,13,Air,Delivered,3/3/2025,2,,0
O-01402,4/26/2025,C014,P007,W1,71,Freight,Delivered,5/3/2025,7,,0
O-01403,4/17/2025,C027,P003,W2,69,Freight,Pending,,,,0
O-01404,4/19/2025,C016,P004,W2,22,Air,In Transit,,,,0
O-01405,1/7/2025,C087,P006,W1,53,Ground,Pending,,,,0
O-01406,1/4/2025,C010,P007,W3,77,Freight,In Transit,,,,0
O-01407,4/7/2025,C075,P013,W1,74,Ground,Pending,,,,0
O-01408,4/10/2025,C061,P005,W1,24,Air,In Transit,,,,0
O-01409,3/20/2025,C064,P014,W1,56,Ground,Delivered,3/24/2025,4,,0
O-01410,3/14/2025,C096,P007,W3,31,Freight,In Transit,,,,0
O-01411,3/11/2025,C066,P003,W3,40,Air,Pending,,,,0
O-01412,5/22/2025,C062,P004,W1,74,Ground,In Transit,,,,0
O-01413,3/23/2025,C009,P015,W1,56,Air,Pending,,,,0
O-01414,3/8/2025,C010,P003,W3,88,Ground,Delivered,3/12/2025,4,,0
O-01415,3/25/2025,C026,P002,W1,63,Freight,Delivered,3/31/2025,6,,0
O-01416,6/12/2025,C096,P015,W1,57,Freight,Delivered,6/18/2025,6,,0
O-01417,4/13/2025,C083,P013,W3,28,Air,Pending,,,,0
O-01418,2/11/2025,C064,P009,W1,79,Air,Pending,,,,0
O-01419,1/14/2025,C013,P013,W2,60,Freight,In Transit,,,,0
O-01420,1/10/2025,C097,P003,W2,50,Freight,Delivered,1/16/2025,6,,0
O-01421,2/6/2025,C078,P003,W3,77,Ground,Delivered,2/9/2025,3,,0
O-01422,1/13/2025,C069,P003,W1,34,Freight,Pending,,,,0
O-01423,4/5/2025,C029,P013,W1,31,Ground,In Transit,,,,0
O-01424,2/8/2025,C018,P009,W1,79,Ground,Pending,,,,0
O-01425,4/14/2025,C069,P013,W1,68,Air,In Transit,,,,0
O-01426,4/26/2025,C070,P007,W1,60,Air,In Transit,,,,0
O-01427,2/18/2025,C073,P002,W2,2,Ground,Pending,,,,0
O-01428,6/6/2025,C014,P004,W3,29,Freight,Pending,,,,0
O-01429,3/29/2025,C024,P001,W2,84,Ground,Delivered,4/4/2025,6,,0
O-01430,6/28/2025,C057,P010,W3,100,Freight,In Transit,,,,0
O-01431,4/14/2025,C030,P015,W3,98,Ground,Pending,,,,0
O-01432,5/23/2025,C039,P012,W1,68,Ground,In Transit,,,,0
